ID   MID    MMSI      longitude   latitude  speed  course  waktu  f_str(dB)  Jarak(Km)
 726    1   525101102  112.717617    -7.177183       0   162.0  15_37_31    22.31    15.70
 727    1   525000011  112.732243    -7.196853       0   248.7  15_37_31    18.23    13.02
 728    1   525010154  112.726257    -7.207623       0     0.0  15_37_31    23.03    12.27
 729    3   525100865  112.730770    -7.196670       0    68.4  15_37_33    19.72    13.11
 730    1   525300917  112.732498    -7.196323       0   235.4  15_37_34    23.06    13.06
 731    4     5250001  112.733870   -7.197102 2025/6/15
 732    1   525005052  112.734085    -7.196083       0   340.3  15_37_36    19.03    13.01
 733    1   525000011  112.732240    -7.196850       0   248.7  15_37_36    17.19    13.02
 734    1   525200262  112.726323    -7.208560       0    97.3  15_37_36    21.18    12.18
 735    1   525125041  112.727920    -7.207313       0   243.0  15_37_36    27.37    12.21
 736    3   525125041  112.727918    -7.207313       0   243.0  15_37_37    31.78    12.21
 737    1   525100417  112.722143    -7.175632       0   360.0  15_37_38    21.18    15.63
 738    1   525021252  112.724828    -7.199720       0   256.4  15_37_38    19.00    13.11
 739    1   525000011  112.732240    -7.196848       0   248.7  15_37_38    20.51    13.02
 740    1   525022001  112.701152    -7.185857       0   336.3  15_37_40    20.17    15.80
 741    1   525010092  112.726060    -7.208477       0   193.2  15_37_41    23.29    12.20
 742    1   525000011  112.732242    -7.196847       0   248.7  15_37_41    17.37    13.02
 743    1   525125041  112.727920    -7.207313       0   243.0  15_37_45    27.67    12.21
 744    4     5250001  112.733870   -7.197102 2025/6/15
 745    1   525300917  112.732500    -7.196325       0   235.4  15_37_45    25.77    13.06
 746    1   525018479  112.721147    -7.190087       0   312.7  15_37_47    24.20    14.24
 747    1   525001047  112.729737    -7.207478       0   148.1  15_37_47    25.45    12.09
 748    1   525100417  112.722145    -7.175632       0   360.0  15_37_48    21.06    15.63
 749    1   525022001  112.701147    -7.185850       0   338.2  15_37_51    20.18    15.80
 750    1   525101102  112.717617    -7.177183       0   162.0  15_37_52    19.89    15.70
 751    1   525005052  112.734073    -7.196087       0   340.3  15_37_55    19.76    13.01
 752    1   525125041  112.727920    -7.207308       0   243.0  15_37_55    25.97    12.21
 753    1   525300917  112.732502    -7.196327       0   235.4  15_37_57    17.78    13.06
 754    1   525018479  112.721143    -7.190080       0   312.7  15_37_58    19.88    14.25
 755    1   525001047  112.729735    -7.207478       0   148.1  15_37_58    20.91    12.09
 756    1   525022001  112.701150    -7.185847       0   340.3  15_38_1    19.46    15.80
 757    1   525010092  112.726062    -7.208477       0   193.2  15_38_2    20.63    12.20
 758    1   525125041  112.727920    -7.207307       0   243.0  15_38_4    23.06    12.21
 759    1   525300917  112.732502    -7.196327       0   235.4  15_38_4    22.29    13.06
 760    4     5250001  112.733870   -7.197102 2025/6/15
 761    1   525005052  112.734073    -7.196098       0   340.3  15_38_5    29.01    13.01
 762    1   525113033  112.809448    -6.885363       0   151.2  15_38_9    17.09    46.50
 763    1   525022001  112.701147    -7.185845       0   341.6  15_38_9    24.46    15.80
 764    1   525010092  112.726063    -7.208477       0   193.2  15_38_12    20.65    12.20
 765    1   525016193  112.725260    -7.207475      13   159.7  15_38_12    18.99    12.34
 766    4     5250001  112.733870   -7.197102 2025/6/15
 767    1   525125041  112.727920    -7.207310       0   243.0  15_38_15    26.42    12.21
 768    1   525300917  112.732500    -7.196328       0   235.4  15_38_16    23.14    13.06
 769    3   525201572  112.744018    -7.194090       0   276.2  15_38_18    32.60    12.81
 770    1   525001047  112.729727    -7.207472       0   148.1  15_38_18    22.61    12.10
 771    1   525000011  112.732267    -7.196832       0   248.7  15_38_19    20.40    13.02
 772    1   525010092  112.726065    -7.208482       0   193.2  15_38_21    22.86    12.20
 773    1   525125041  112.727933    -7.207310       0   243.0  15_38_23    25.15    12.21
 774    4     5250001  112.733870   -7.197102 2025/6/15
 775    1   525005052  112.734083    -7.196098       0   340.3  15_38_25    25.38    13.01
 776    1   525022001  112.701153    -7.185848       0   345.7  15_38_30    24.79    15.80
 777    1   525010092  112.726063    -7.208480       0   193.2  15_38_32    20.42    12.20
 778    1   525207014  112.729645    -7.207558       0   263.1  15_38_33    21.55    12.09
 779    4     5250001  112.733870   -7.197102 2025/6/15
 780    1   525005052  112.734092    -7.196103       0   340.3  15_38_36    23.24    13.01
 781    1   525018479  112.721123    -7.190058       0   312.7  15_38_36    22.42    14.25
 782    1   525125041  112.727933    -7.207312       0   243.0  15_38_36    26.06    12.21
 783    1   525010154  112.726235    -7.207628       0   178.4  15_38_40    18.34    12.27
 784    3   525019101  112.725363    -7.202757       0   153.5  15_38_40    19.99    12.79
 785    1   525016193  112.725502    -7.208143       6   163.9  15_38_43    18.53    12.26
 786    1   525021186  112.727947    -7.199272       0   318.1  15_38_44    22.23    12.99
 787    1   525000011  112.732265    -7.196832       0   248.7  15_38_45    20.89    13.02
 788    3   525125041  112.727933    -7.207313       0   243.0  15_38_45    25.96    12.21
 789    1   525207014  112.729652    -7.207553       0   263.1  15_38_45    21.31    12.09
 790    4     5250001  112.733870   -7.197102 2025/6/15
 791    1   525300917  112.732500    -7.196330       0   235.4  15_38_45    20.58    13.06
 792    3   525005052  112.734093    -7.196113       0   340.3  15_38_46    27.62    13.01
 793    1   525000011  112.732265    -7.196833       0   248.7  15_38_46    22.11    13.02
 794    1   525018479  112.721118    -7.190055       0   312.7  15_38_47    22.12    14.25
 795    1   525010092  112.726065    -7.208483       0   193.2  15_38_50    21.87    12.20
 796    1   525000011  112.732262    -7.196828       0   248.7  15_38_50    21.66    13.02
 797    1   525022001  112.701143    -7.185848       0   349.4  15_38_50    25.04    15.80
 798    1   525300917  112.732500    -7.196328       0   235.4  15_38_50    21.63    13.06
 799    1   525000011  112.732258    -7.196823       0   248.7  15_38_52    17.72    13.02
 800    4     5250001  112.733870   -7.197102 2025/6/15
 801    1   525005052  112.734097    -7.196113       0   340.3  15_38_56    23.42    13.01
 802    1   525125041  112.727933    -7.207313       0   243.0  15_38_56    25.32    12.21
 803    1   525018479  112.721110    -7.190050       0   312.7  15_38_57    23.51    14.25
 804    1   525000011  112.732255    -7.196820       0   248.7  15_38_57    18.85    13.02
 805    1   525001047  112.729705    -7.207498       0   148.1  15_38_59    20.70    12.09
 806    1   525022001  112.701148    -7.185845       0     0.0  15_39_1    22.18    15.80
 807    1   525016193  112.725552    -7.208357       3   168.0  15_39_1    21.10    12.24
 808    1   525010092  112.726068    -7.208482       0   193.2  15_39_1    24.04    12.20
 809    1   525000011  112.732250    -7.196813       0   248.7  15_39_1    21.64    13.02
 810    1   525207014  112.729663    -7.207552       0   263.1  15_39_4    19.96    12.09
 811    1   525300917  112.732498    -7.196327       0   235.4  15_39_4    22.13    13.06
 812    1   525125041  112.727933    -7.207313       0   243.0  15_39_4    25.95    12.21
 813    4     5250001  112.733870   -7.197102 2025/6/15
 814    1   525005052  112.734093    -7.196093       0   340.3  15_39_6    27.90    13.01
 815    1   525000011  112.732247    -7.196813       0   248.7  15_39_8    19.19    13.02
 816    1   525300917  112.732497    -7.196327       0   235.4  15_39_10    19.70    13.06
 817    1   525022001  112.701150    -7.185837       0     0.0  15_39_11    25.35    15.80
 818    1   525016193  112.725565    -7.208410       1   170.7  15_39_11    19.12    12.23
 819    1   525000011  112.732243    -7.196813       0   248.7  15_39_13    21.54    13.02
 820    1   525000011  112.732243    -7.196812       0   248.7  15_39_14    19.58    13.02
 821    1   525021186  112.727952    -7.199260       0   317.1  15_39_15    27.83    12.99
 822    1   525207014  112.729668    -7.207545       0   263.1  15_39_15    21.53    12.09
 823    4     5250001  112.733870   -7.197102 2025/6/15
 824    1   525125041  112.727933    -7.207312       0   243.0  15_39_15    24.15    12.21
 825    1   525005052  112.734090    -7.196080       0   340.3  15_39_15    24.50    13.01
 826    3   525107016  112.667547    -7.120150       0    20.0  15_39_15    17.49    23.94
 827    1   525300917  112.732493    -7.196327       0   235.4  15_39_15    18.35    13.06
 828    1   525000011  112.732240    -7.196810       0   248.7  15_39_17    17.47    13.03
 829    3   525005174  112.727748    -7.206945       0   210.5  15_39_17    20.53    12.25
 830    1   525018479  112.721102    -7.190043       0   312.7  15_39_18    22.66    14.25
 831    1   525000011  112.732238    -7.196808       0   248.7  15_39_18    18.33    13.03
 832    1   525022001  112.701148    -7.185828       0     0.0  15_39_20    22.20    15.80
 833    1   525010154  112.726233    -7.207633       0     0.0  15_39_20    20.35    12.27
 834    1   525000011  112.732237    -7.196807       0   248.7  15_39_20    20.43    13.03
 835    1   525300917  112.732492    -7.196327       0   235.4  15_39_21    24.21    13.06
 836    1   525010092  112.726068    -7.208483       0   193.2  15_39_21    22.37    12.20
 837    1   525101102  112.717650    -7.177200       0   162.0  15_39_22    17.98    15.69
 838    1   525000011  112.732235    -7.196807       0   248.7  15_39_22    21.38    13.03
 839    1   525125041  112.727933    -7.207310       0   243.0  15_39_24    24.06    12.21
 840    1   525000011  112.732235    -7.196805       0   248.7  15_39_24    20.14    13.03
 841    1   525007390  112.722905    -7.189303       0   322.7  15_39_24    19.64    14.23
 842    4     5250001  112.733870   -7.197102 2025/6/15
 843    1   525005052  112.734075    -7.196077       0   340.3  15_39_25    26.95    13.01
 844    1   525018479  112.721098    -7.190038       0   312.7  15_39_27    22.09    14.25
 845    1   525300917  112.732492    -7.196327       0   235.4  15_39_28    23.24    13.06
 846    1   525022001  112.701147    -7.185832       0     0.0  15_39_30    22.90    15.80
 847    1   525000011  112.732235    -7.196812       0   248.7  15_39_31    19.18    13.03
 848    1   525010092  112.726068    -7.208487       0   193.2  15_39_32    20.84    12.20
 849    1   525000011  112.732235    -7.196813       0   248.7  15_39_32    18.63    13.03
 850    1   525010154  112.726247    -7.207640       0     0.0  15_39_32    19.93    12.27
 851    1   525300917  112.732492    -7.196327       0   235.4  15_39_34    22.90    13.06
 852    1   525207014  112.729668    -7.207545       0   263.1  15_39_34    20.81    12.09
 853    1   525021186  112.727952    -7.199255       0   301.1  15_39_35    26.99    12.99
 854    1   525000011  112.732235    -7.196815       0   248.7  15_39_35    20.22    13.03
 855    4     5250001  112.733870   -7.197102 2025/6/15
 856    1   525005052  112.734077    -7.196085       0   340.3  15_39_35    23.18    13.01
 857    1   525018479  112.721097    -7.190033       0   312.7  15_39_35    21.34    14.25
 858    1   525000011  112.732237    -7.196817       0   248.7  15_39_35    19.44    13.02
 859    1   525125041  112.727933    -7.207307       0   243.0  15_39_35    24.93    12.21
 860    1   525022001  112.701145    -7.185835       0     0.0  15_39_39    21.78    15.80
 861    1   525000011  112.732240    -7.196817       1   248.7  15_39_39    21.88    13.02
 862    1   525300917  112.732490    -7.196327       0   235.4  15_39_39    24.44    13.06
 863    1   525010154  112.726245    -7.207640       0   152.1  15_39_41    17.60    12.27
 864    1   525000011  112.732242    -7.196818       0   248.7  15_39_42    23.26    13.02
 865    1   525007390  112.722897    -7.189303       0   326.8  15_39_44    20.63    14.23
 866    1   525021186  112.727952    -7.199253       0   299.2  15_39_44    22.34    12.99
 867    1   525000011  112.732242    -7.196817       0   248.7  15_39_45    19.70    13.02
 868    1   525125041  112.727933    -7.207305       0   243.0  15_39_45    24.79    12.21
 869    4     5250001  112.733870   -7.197102 2025/6/15
 870    1   525300917  112.732490    -7.196325       0   235.4  15_39_45    27.12    13.06
 871    1   525005052  112.734080    -7.196082       0   340.3  15_39_46    30.20    13.01
 872    1   525000011  112.732243    -7.196817       0   248.7  15_39_46    20.88    13.02
 873    1   525001047  112.729718    -7.207513       0   148.1  15_39_46    22.76    12.09
 874    1   525018479  112.721092    -7.190028       0   312.7  15_39_46    22.92    14.25
 875    1   525000011  112.732242    -7.196812       0   248.7  15_39_49    20.71    13.03
 876    1   525010154  112.726240    -7.207618       0   155.9  15_39_49    20.54    12.27
 877    1   525010092  112.726072    -7.208492       0   193.2  15_39_51    21.31    12.20
 878    1   525022001  112.701148    -7.185835       0    15.7  15_39_51    24.14    15.80
 879    1   525000011  112.732240    -7.196808       0   248.7  15_39_52    19.53    13.03
 880    1   525021186  112.727948    -7.199252       0   294.4  15_39_55    23.54    12.99
 881    4     5250001  112.733870   -7.197102 2025/6/15
 882    1   525005052  112.734090    -7.196080       0   340.3  15_39_56    22.68    13.01
 883    1   525000011  112.732233    -7.196802       0   248.7  15_39_56    19.80    13.03
 884    1   525125041  112.727933    -7.207305       0   243.0  15_39_56    25.62    12.21
 885    1   525300917  112.732492    -7.196323       0   235.4  15_39_58    22.77    13.06
 886    3   636022412  112.709853    -7.197203       0    11.2  15_39_58    25.79    14.22
 887    1   525018479  112.721085    -7.190025       0   312.7  15_39_58    18.61    14.25
 888    1   525000011  112.732232    -7.196802       0   248.7  15_39_58    21.80    13.03
 889    1   525000011  112.732228    -7.196798       0   248.7  15_40_0    22.11    13.03
 890    1   525010154  112.726258    -7.207612       0     0.0  15_40_0    19.17    12.27
 891    1   525022001  112.701153    -7.185840       0     0.0  15_40_0    21.25    15.80
 892    1   525010092  112.726073    -7.208493       0   193.2  15_40_0    22.44    12.20
 893    1   525000011  112.732228    -7.196802       0   248.7  15_40_2    21.82    13.03
 894    1   525000011  112.732227    -7.196800       0   248.7  15_40_5    20.79    13.03
 895    1   525125041  112.727933    -7.207303       0   243.0  15_40_5    23.94    12.21
 896    4     5250001  112.733870   -7.197102 2025/6/15
 897    1   525005052  112.734097    -7.196067       0   340.3  15_40_6    27.91    13.01
 898    1   525000011  112.732232    -7.196813       0   248.7  15_40_8    20.57    13.03
 899    1   525001047  112.729715    -7.207520       0   148.1  15_40_8    20.79    12.09
 900    1   525300917  112.732493    -7.196323       0   235.4  15_40_10    23.83    13.06
 901    1   525000011  112.732235    -7.196818       0   248.7  15_40_10    23.60    13.02
 902    1   525022001  112.701157    -7.185842       0    37.8  15_40_10    22.99    15.80
 903    1   525010154  112.726250    -7.207617       0   157.8  15_40_10    21.52    12.27
 904    1   525010092  112.726072    -7.208493       0   193.2  15_40_12    18.82    12.20
 905    1   525000011  112.732238    -7.196827       0   248.7  15_40_12    23.95    13.02
 906    1   525101102  112.717650    -7.177200       0   162.0  15_40_13    19.17    15.69
 907    1   525021186  112.727947    -7.199257       0   291.2  15_40_14    23.47    12.99
 908    1   525000011  112.732238    -7.196828       0   248.7  15_40_14    23.36    13.02
 909    4     5250001  112.733870   -7.197102 2025/6/15
 910    1   525300917  112.732493    -7.196325       0   235.4  15_40_15    25.56    13.06
 911    1   525125041  112.727933    -7.207302       0   243.0  15_40_15    22.97    12.21
 912    1   525005052  112.734105    -7.196073       0   340.3  15_40_16    22.03    13.01
 913    1   525000011  112.732242    -7.196835       0   248.7  15_40_17    22.22    13.02
 914    1   525100417  112.722140    -7.175627       0   360.0  15_40_17    20.10    15.63
 915    1   525000011  112.732243    -7.196838       0   248.7  15_40_17    22.45    13.02
 916    1   525022001  112.701158    -7.185838       0    53.8  15_40_20    19.77    15.80
 917    1   525000011  112.732245    -7.196843       0   248.7  15_40_20    18.45    13.02
 918    1   525300917  112.732493    -7.196325       0   235.4  15_40_20    23.41    13.06
 919    1   525010092  112.726073    -7.208495       0   193.2  15_40_20    21.29    12.20
 920    1   525000011  112.732245    -7.196845       0   248.7  15_40_22    20.78    13.02
 921    1   525000011  112.732245    -7.196847       0   248.7  15_40_24    20.53    13.02
 922    3   525300917  112.732430    -7.196353       0   232.1  15_40_24    25.30    13.06
 923    4     5250001  112.733870   -7.197102 2025/6/15
 924    1   525125041  112.727920    -7.207300       0   243.0  15_40_26    22.28    12.21
 925    1   525000011  112.732245    -7.196848       0   248.7  15_40_26    22.38    13.02
 926    1   525005052  112.734112    -7.196087       0   340.3  15_40_26    28.59    13.01
 927    1   525018479  112.721083    -7.190023       0   312.7  15_40_27    20.58    14.25
 928    1   525001047  112.729712    -7.207510       0   148.1  15_40_27    21.62    12.09
 929    1   525300917  112.732493    -7.196325       0   235.4  15_40_27    24.06    13.06
 930    1   525022001  112.701158    -7.185833       0    72.2  15_40_30    20.71    15.80
 931    1   525000011  112.732242    -7.196848       0   248.7  15_40_31    20.06    13.02
 932    1   525010154  112.726230    -7.207645       0   153.2  15_40_31    21.14    12.27
 933    1   525010092  112.726072    -7.208493       0   193.2  15_40_31    20.62    12.20
 934    3   525022005  112.720085    -7.175147       0     0.0  15_40_33    27.35    15.78
 935    1   525021186  112.727943    -7.199258       0   258.4  15_40_34    24.12    12.99
 936    1   525000011  112.732240    -7.196852       0   248.7  15_40_34    21.00    13.02
 937    4     5250001  112.733870   -7.197102 2025/6/15
 938    1   525005052  112.734110    -7.196095       0   340.3  15_40_36    20.17    13.01
 939    1   525125041  112.727920    -7.207300       0   243.0  15_40_36    22.97    12.21
 940    3   525125041  112.727918    -7.207300       0   243.0  15_40_37    29.38    12.21
 941    3   525100417  112.722140    -7.175627       0   360.0  15_40_38    21.56    15.63
 942    1   525000011  112.732233    -7.196848       0   248.7  15_40_38    20.52    13.02
 943    1   525022001  112.701157    -7.185830       0   100.4  15_40_40    20.40    15.80
 944    3   352004099  112.724042    -7.199532       0   333.3  15_40_41    26.96    13.17
 945    1   525000011  112.732227    -7.196848       0   248.7  15_40_41    19.73    13.02
 946    1   525000011  112.732225    -7.196848       0   248.7  15_40_45    17.89    13.02
 947    1   525125041  112.727920    -7.207300       0   243.0  15_40_45    23.59    12.21
 948    4     5250001  112.733870   -7.197102 2025/6/15
 949    1   525005052  112.734098    -7.196100       0   340.3  15_40_45    27.53    13.01
 950    1   525000011  112.732227    -7.196858       1   248.7  15_40_45    20.10    13.02
 951    1   525000011  112.732225    -7.196858       1   248.7  15_40_48    19.33    13.02
 952    1   525010092  112.726067    -7.208492       0   193.2  15_40_51    20.69    12.20
 953    1   525000011  112.732223    -7.196860       0   248.7  15_40_51    22.40    13.02
 954    1   525022001  112.701155    -7.185835       0   131.5  15_40_51    23.43    15.80
 955    1   525101102  112.717650    -7.177200       0   162.0  15_40_52    20.79    15.69
 956    1   525000011  112.732220    -7.196860       0   248.7  15_40_52    20.80    13.02
 957    1   525300917  112.732500    -7.196325       0   235.4  15_40_52    24.44    13.06
 958    1   525021186  112.727940    -7.199255       0   306.4  15_40_55    23.02    12.99
 959    4     5250001  112.733870   -7.197102 2025/6/15
 960    1   525005052  112.734093    -7.196112       0   340.3  15_40_55    21.26    13.01
 961    1   525000011  112.732215    -7.196863       0   248.7  15_40_55    20.79    13.02
 962    1   525125041  112.727920    -7.207295       0   243.0  15_40_55    23.12    12.21
 963    1   525601953  112.708857    -7.180513       0   155.6  15_40_55    17.62    15.84
 964    1   525300917  112.732500    -7.196327       0   235.4  15_40_58    20.43    13.06
 965    1   525000011  112.732213    -7.196865       0   248.7  15_40_59    18.91    13.02
 966    1   525000011  112.732212    -7.196867       0   248.7  15_41_1    18.60    13.02
 967    1   525022001  112.701158    -7.185845       0   148.6  15_41_1    22.42    15.80
 968    1   525010092  112.726067    -7.208492       0   193.2  15_41_1    22.39    12.20
 969    1   525000011  112.732212    -7.196870       0   248.7  15_41_2    20.88    13.02
 970    3   525006049  112.737290    -7.196222       0   235.5  15_41_2    22.16    12.86
 971    1   525300917  112.732502    -7.196327       0   235.4  15_41_4    23.93    13.06
 972    1   525000011  112.732210    -7.196872       0   248.7  15_41_5    17.95    13.02
 973    1   525125041  112.727920    -7.207292       0   243.0  15_41_5    24.10    12.21
 974    4     5250001  112.733870   -7.197102 2025/6/15
 975    1   525005052  112.734073    -7.196115       0   340.3  15_41_5    26.45    13.01
 976    3   525025085  112.689103    -7.187648       0   332.9  15_41_8    24.68    16.44
 977    1   525000011  112.732207    -7.196873       0   248.7  15_41_11    18.83    13.02
 978    1   525010092  112.726067    -7.208493       0   193.2  15_41_12    20.70    12.20
 979    1   525016193  112.725645    -7.208447       1    55.8  15_41_12    22.51    12.23
 980    1   525010154  112.726233    -7.207612       0     0.0  15_41_12    21.71    12.27
 981    1   525000011  112.732217    -7.196885       1   248.7  15_41_14    18.99    13.02
 982    4     5250001  112.733870   -7.197102 2025/6/15
 983    1   525125041  112.727920    -7.207293       0   243.0  15_41_15    24.28    12.21
 984    1   525018479  112.721088    -7.190022       0   312.7  15_41_16    18.06    14.25
 985    1   525005052  112.734070    -7.196105       0   340.3  15_41_16    22.71    13.01
 986    3   525201572  112.744027    -7.194088       0   283.9  15_41_16    26.64    12.81
 987    1   525100417  112.722137    -7.175627       0   360.0  15_41_19    21.20    15.63
 988    1   525010154  112.726235    -7.207620       0     0.0  15_41_19    16.09    12.27
 989    1   525300917  112.732507    -7.196330       0   235.4  15_41_21    21.61    13.06
 990    1   525010092  112.726067    -7.208495       0   193.2  15_41_21    22.47    12.20
 991    1   525000011  112.732227    -7.196892       0   248.7  15_41_22    17.93    13.02
 992    1   525021186  112.727942    -7.199260       0   293.2  15_41_23    23.48    12.99
 993    4     5250001  112.733870   -7.197102 2025/6/15
 994    1   525125041  112.727920    -7.207293       0   243.0  15_41_26    26.06    12.21
 995    1   525005052  112.734062    -7.196103       0   340.3  15_41_26    21.35    13.01
 996    3   636014595  112.723817    -7.197867       0   252.0  15_41_26    22.64    13.34
 997    1   525300917  112.732507    -7.196330       0   235.4  15_41_28    22.73    13.06
 998    3   525001047  112.729725    -7.207517       0   148.1  15_41_28    23.80    12.09
 999    3   525022203  112.720318    -7.178590       0   228.4  15_41_29    20.31    15.42
 1000    1   525010154  112.726232    -7.207627       0     0.0  15_41_30    20.10    12.27
 1001    1   525010092  112.726063    -7.208495       0   193.2  15_41_32    21.30    12.20
 1002    1   525000011  112.732232    -7.196872       0   248.7  15_41_33    16.92    13.02
 1003    1   525125041  112.727920    -7.207295       0   243.0  15_41_33    23.83    12.21
 1004    3   525019101  112.725343    -7.202762       0   153.5  15_41_42    20.06    12.79
 1005    4     5250001  112.733870   -7.197102 2025/6/15
 1006    1   525125041  112.727920    -7.207297       0   243.0  15_41_45    23.36    12.21
 1007    1   525005052  112.734045    -7.196092       0   340.3  15_41_46    25.03    13.01
 1008    1   525001047  112.729718    -7.207510       0   148.1  15_41_49    23.45    12.09
 1009    1   525010154  112.726237    -7.207637       0   153.4  15_41_50    20.86    12.27
 1010    1   525010092  112.726062    -7.208497       0   193.2  15_41_50    20.92    12.20
 1011    1   525022001  112.701138    -7.185863       0   188.2  15_41_51    22.73    15.80
 1012    1   525000011  112.732247    -7.196850       0   248.7  15_41_51    20.92    13.02
 1013    1   525021186  112.727940    -7.199258       0   274.8  15_41_54    23.36    12.99
 1014    4     5250001  112.733870   -7.197102 2025/6/15
 1015    1   525125041  112.727920    -7.207297       0   243.0  15_41_56    24.17    12.21
 1016    1   525300917  112.732510    -7.196333       0   235.4  15_41_57    21.65    13.06
 1017    1   525001047  112.729725    -7.207512       0   148.1  15_41_57    23.56    12.09
 1018    1   525011127  112.720698    -7.187953       0   178.2  15_42_0    21.45    14.48
 1019    1   525010154  112.726243    -7.207628       0   151.6  15_42_1    18.13    12.27
 1020    1   525010092  112.726065    -7.208497       0   193.2  15_42_1    22.83    12.20
 1021    1   525003239  112.723498    -7.204610       0   248.3  15_42_1    22.23    12.71
 1022    1   525019035  112.723985    -7.186007       0   285.9  15_42_4    17.58    14.50
 1023    3   525300917  112.732512    -7.196335       0   235.4  15_42_4    27.59    13.06
 1024    1   525125041  112.727920    -7.207295       0   243.0  15_42_4    26.12    12.21
 1025    4     5250001  112.733870   -7.197102 2025/6/15
 1026    1   525000011  112.732248    -7.196858       0   248.7  15_42_8    18.55    13.02
 1027    1   525300917  112.732513    -7.196335       0   235.4  15_42_10    25.48    13.06
 1028    1   525010092  112.726067    -7.208497       0   193.2  15_42_11    19.47    12.20
 1029    1   525010154  112.726243    -7.207632       0     0.0  15_42_11    19.97    12.27
 1030    1   525101102  112.717633    -7.177200       0   162.0  15_42_13    21.00    15.69
 1031    4     5250001  112.733870   -7.197102 2025/6/15
 1032    1   525300917  112.732512    -7.196335       0   235.4  15_42_15    25.18    13.06
 1033    1   525100837  112.730782    -7.198735       0   101.7  15_42_15    17.93    12.90
 1034    1   525100417  112.722145    -7.175625       0   360.0  15_42_18    20.59    15.63
 1035    1   525003239  112.723500    -7.204610       0   248.3  15_42_18    19.30    12.71
 1036    1   525022001  112.701122    -7.185858       0   194.0  15_42_20    19.47    15.80
 1037    1   525010154  112.726245    -7.207633       0   163.4  15_42_20    18.61    12.27
 1038    1   525113033  112.809457    -6.885377       0   151.2  15_42_21    16.27    46.50
 1039    1   525000011  112.732247    -7.196885       0   248.7  15_42_22    16.41    13.02
 1040    4     5250001  112.733870   -7.197102 2025/6/15
 1041    1   525125041  112.727920    -7.207297       0   243.0  15_42_25    24.25    12.21
 1042    1   525005052  112.734068    -7.196082       0   340.3  15_42_25    24.84    13.01
 1043    1   525300917  112.732510    -7.196335       0   235.4  15_42_28    21.19    13.06
 1044    1   525100844  112.725920    -7.208703       0     0.0  15_42_29    17.43    12.19
 1045    1   525010092  112.726065    -7.208497       0   193.2  15_42_31    19.80    12.20
 1046    1   525010154  112.726238    -7.207640       0   162.8  15_42_31    21.07    12.27
 1047    1   525125041  112.727920    -7.207298       0   243.0  15_42_34    23.63    12.21
 1048    4     5250001  112.733870   -7.197102 2025/6/15
 1049    1   525005052  112.734068    -7.196087       0   340.3  15_42_35    20.80    13.01
 1050    1   525022001  112.701127    -7.185873       0   196.0  15_42_39    23.46    15.80
 1051    1   525010154  112.726237    -7.207648       0     0.0  15_42_39    18.90    12.27
 1052    1   525000011  112.732238    -7.196880       0   248.7  15_42_41    17.92    13.02
 1053    1   525010092  112.726067    -7.208495       0   193.2  15_42_42    22.10    12.20
 1054    1   525021186  112.727935    -7.199255       0   267.1  15_42_44    20.29    12.99
 1055    1   525000011  112.732247    -7.196885       0   248.7  15_42_45    18.65    13.02
 1056    4     5250001  112.733870   -7.197102 2025/6/15
 1057    1   525125041  112.727920    -7.207300       0   243.0  15_42_45    25.99    12.21
 1058    1   525005052  112.734068    -7.196080       0   340.3  15_42_46    25.62    13.01
 1059    1   525113033  112.809457    -6.885380       0   151.2  15_42_49    15.98    46.50
 1060    1   525001047  112.729668    -7.207537       0   148.1  15_42_49    22.23    12.09
 1061    1   525010154  112.726227    -7.207660       0     0.0  15_42_49    21.55    12.27
 1062    1   525010092  112.726065    -7.208493       0   193.2  15_42_51    19.49    12.20
 1063    1   525300917  112.732502    -7.196333       0   235.4  15_42_52    21.09    13.06
 1064    4     5250001  112.733870   -7.197102 2025/6/15
 1065    1   525005052  112.734067    -7.196075       0   340.3  15_42_56    18.45    13.02
 1066    1   525125041  112.727920    -7.207300       0   243.0  15_42_56    24.06    12.21
 1067    1   525000011  112.732268    -7.196898       0   248.7  15_42_56    19.83    13.02
 1068    1   525011127  112.720687    -7.187947       0   224.6  15_43_0    20.25    14.48
 1069    1   525022001  112.701138    -7.185890       0   196.1  15_43_0    22.80    15.80
 1070    1   525000011  112.732272    -7.196900       0   248.7  15_43_0    18.18    13.01
 1071    1   525010154  112.726225    -7.207650       0   166.9  15_43_0    19.40    12.27
 1072    1   525300917  112.732500    -7.196333       0   235.4  15_43_3    21.54    13.06
 1073    1   525000011  112.732275    -7.196897       0   248.7  15_43_5    17.73    13.01
 1074    1   525125041  112.727920    -7.207298       0   243.0  15_43_5    24.86    12.21
 1075    4     5250001  112.733870   -7.197102 2025/6/15
 1076    1   525005052  112.734060    -7.196085       0   340.3  15_43_6    27.30    13.01
 1077    1   525018479  112.721120    -7.190043       0   312.7  15_43_7    20.40    14.25
 1078    1   525000011  112.732277    -7.196892       0   248.7  15_43_7    20.53    13.02
 1079    1   525300917  112.732500    -7.196333       0   235.4  15_43_10    19.63    13.06
 1080    1   525000011  112.732277    -7.196887       0   248.7  15_43_10    17.18    13.02
 1081    1   525022001  112.701153    -7.185890       0   194.8  15_43_10    21.10    15.80
 1082    1   525010154  112.726228    -7.207647       0   161.0  15_43_12    21.01    12.27
